ride_id,driver_id,customer_id,vehicle_id,start_time,end_time,distance_km,fare_amount,payment_id,rating,city
R001567,D0067,C01360,V0199,2024-05-07 09:15:00,2024-05-07 09:38:00,4.88,98.56,P001567,3.7,Mumbai
R001568,D0141,C00031,V0240,2025-03-14 07:39:00,2025-03-14 07:49:00,4.36,92.32,P001568,5.0,Ahmedabad
R001569,D0126,C01481,V0290,2024-03-22 01:08:00,2024-03-22 01:48:00,10.83,121.64,P001569,4.5,Delhi
R001570,D0162,C01225,V0020,2025-01-18 15:18:00,2025-01-18 15:59:00,9.19,150.28,P001570,5.0,Mumbai
R001571,D0192,C01046,V0070,2024-07-25 04:24:00,2024-07-25 05:04:00,9.69,78.14,P001571,5.0,Kolkata
R001572,D0059,C00660,V0187,2024-07-28 20:02:00,2024-07-28 20:24:00,4.03,88.36,P001572,4.7,Ahmedabad
R001573,D0159,C01033,V0080,2024-08-31 23:38:00,2024-08-31 23:53:00,2.19,42.52,P001573,4.9,Bangalore
R001574,D0298,C01157,V0294,2025-03-30 23:56:00,2025-03-31 01:01:00,20.05,280.6,P001574,4.5,Hyderabad
R001575,D0058,C01002,V0165,2024-12-02 04:17:00,2024-12-02 04:20:00,1.07,26.42,P001575,4.5,Chennai
R001576,D0089,C00974,V0180,2024-11-21 20:50:00,2024-11-21 21:14:00,5.98,111.76,P001576,3.7,Hyderabad
R001577,D0278,C00481,V0214,2024-02-10 16:50:00,2024-02-10 17:11:00,3.9,43.4,P001577,4.3,Kolkata
R001578,D0284,C01536,V0175,2025-02-28 20:52:00,2025-02-28 21:07:00,2.47,69.64,P001578,5.0,Delhi
R001579,D0233,C01551,V0240,2024-10-22 00:14:00,2024-10-22 00:42:00,6.14,113.68,P001579,4.9,Bangalore
R001580,D0035,C00160,V0027,2024-12-05 10:15:00,2024-12-05 10:39:00,4.11,99.32,P001580,4.5,Ahmedabad
R001581,D0042,C00215,V0291,2024-07-29 17:03:00,2024-07-29 17:17:00,1.91,72.92,P001581,5.0,Bangalore
R001582,D0180,C00401,V0172,2024-09-11 21:44:00,2024-09-11 21:55:00,2.13,65.56,P001582,4.5,Pune
R001583,D0040,C00044,V0294,2024-08-15 19:55:00,2024-08-15 20:37:00,9.39,152.68,P001583,4.8,Bangalore
R001584,D0062,C00878,V0241,2025-01-25 16:20:00,2025-01-25 16:32:00,2.48,69.76,P001584,4.4,Hyderabad
R001585,D0244,C01016,V0244,2024-07-06 14:40:00,2024-07-06 14:50:00,1.52,68.24,P001585,4.1,Bangalore
R001586,D0008,C00799,V0203,2024-01-07 02:55:00,2024-01-07 03:01:00,2.89,37.34,P001586,3.9,Chennai
R001587,D0145,C00420,V0195,2025-05-18 02:12:00,2025-05-18 02:52:00,12.74,126.92,P001587,5.0,Pune
R001588,D0066,C00101,V0234,2024-02-23 20:09:00,2024-02-23 21:39:00,24.79,347.48,P001588,4.4,Ahmedabad
R001589,D0072,C00494,V0184,2024-07-28 04:05:00,2024-07-28 04:38:00,4.52,114.24,P001589,4.5,Mumbai
R001590,D0287,C01740,V0078,2024-06-26 18:35:00,2024-06-26 19:13:00,10.06,90.36,P001590,4.0,Hyderabad
R001591,D0097,C00525,V0288,2024-07-28 07:32:00,2024-07-28 08:07:00,9.77,78.62,P001591,4.3,Mumbai
R001592,D0109,C00802,V0152,2024-03-21 13:46:00,2024-03-21 14:11:00,6.49,76.92,P001592,5.0,Delhi
R001593,D0083,C01824,V0149,2025-04-23 09:10:00,2025-04-23 09:26:00,4.86,98.32,P001593,3.8,Hyderabad
R001594,D0087,C01583,V0219,2024-07-21 07:27:00,2024-07-21 07:46:00,5.32,103.84,P001594,4.5,Hyderabad
R001595,D0260,C01401,V0070,2024-06-29 19:15:00,2024-06-29 19:58:00,8.52,71.12,P001595,5.0,Chennai
R001596,D0001,C01065,V0080,2024-11-06 09:36:00,2024-11-06 09:42:00,2.16,42.28,P001596,5.0,Bangalore
R001597,D0287,C01481,V0078,2025-04-04 20:12:00,2025-04-04 20:34:00,1.54,29.24,P001597,4.5,Hyderabad
R001598,D0081,C01409,V0049,2024-10-05 15:05:00,2024-10-05 15:40:00,7.62,85.72,P001598,3.7,Delhi
R001599,D0009,C00633,V0058,2025-01-03 12:24:00,2025-01-03 12:47:00,5.2,61.2,P001599,4.9,Delhi
R001600,D0174,C02000,V0148,2024-06-20 15:28:00,2024-06-20 15:39:00,1.67,70.04,P001600,4.3,Hyderabad
R001601,D0038,C01768,V0099,2025-03-08 16:39:00,2025-03-08 17:15:00,8.99,73.94,P001601,4.4,Bangalore
R001602,D0286,C01542,V0092,2025-03-19 04:52:00,2025-03-19 05:13:00,1.59,37.72,P001602,5.0,Pune
R001603,D0288,C00477,V0214,2025-05-08 00:48:00,2025-05-08 01:11:00,4.43,46.58,P001603,5.0,Kolkata
R001604,D0017,C01685,V0170,2025-01-25 13:54:00,2025-01-25 14:08:00,2.53,35.18,P001604,4.8,Mumbai
R001605,D0111,C00021,V0154,2024-03-26 09:38:00,2024-03-26 10:07:00,5.67,54.02,P001605,4.5,Ahmedabad
R001606,D0220,C01768,V0088,2025-07-04 04:35:00,2025-07-04 05:01:00,3.16,50.28,P001606,5.0,Bangalore
R001607,D0278,C00397,V0214,2024-06-28 08:24:00,2024-06-28 08:32:00,1.73,30.38,P001607,5.0,Kolkata
R001608,D0110,C01305,V0289,2025-04-19 09:29:00,2025-04-19 09:44:00,5.53,116.36,P001608,4.5,Hyderabad
R001609,D0069,C01958,V0214,2024-10-17 12:35:00,2024-10-17 12:50:00,1.85,31.1,P001609,4.9,Ahmedabad
R001610,D0285,C01070,V0054,2025-05-07 02:21:00,2025-05-07 02:45:00,4.49,93.88,P001610,5.0,Chennai
R001611,D0237,C01263,V0023,2024-05-19 22:30:00,2024-05-19 22:55:00,7.2,82.6,P001611,4.3,Ahmedabad
R001612,D0215,C01589,V0188,2024-07-19 04:58:00,2024-07-19 05:35:00,11.98,120.84,P001612,4.1,Mumbai
R001613,D0176,C00401,V0141,2024-07-13 00:00:00,2024-07-13 00:23:00,5.55,53.3,P001613,4.4,Pune
R001614,D0285,C01153,V0054,2025-05-27 23:46:00,2025-05-27 23:52:00,1.6,59.2,P001614,5.0,Chennai
R001615,D0288,C01656,V0214,2025-01-18 15:25:00,2025-01-18 15:51:00,8.37,70.22,P001615,3.8,Kolkata
R001616,D0200,C01084,V0014,2025-03-01 12:47:00,2025-03-01 13:02:00,3.34,40.04,P001616,4.6,Bangalore
R001617,D0238,C00511,V0110,2025-01-17 12:31:00,2025-01-17 12:34:00,1.8,61.6,P001617,4.6,Kolkata
R001618,D0025,C00790,V0217,2024-11-11 20:37:00,2024-11-11 21:00:00,3.46,40.76,P001618,5.0,Pune
R001619,D0252,C01904,V0093,2024-03-13 13:56:00,2024-03-13 14:10:00,2.27,67.24,P001619,5.0,Delhi
R001620,D0106,C00693,V0090,2024-02-09 03:24:00,2024-02-09 03:37:00,1.97,63.64,P001620,5.0,Kolkata
R001621,D0029,C01151,V0069,2025-08-02 05:12:00,2025-08-02 05:22:00,1.44,28.64,P001621,4.4,Ahmedabad
R001622,D0290,C00179,V0102,2025-03-22 08:49:00,2025-03-22 09:03:00,2.4,44.2,P001622,4.6,Delhi
R001623,D0288,C01446,V0214,2024-12-22 16:45:00,2024-12-22 17:08:00,5.43,52.58,P001623,4.2,Kolkata
R001624,D0146,C00156,V0269,2025-05-15 20:44:00,2025-05-15 21:26:00,9.9,168.8,P001624,4.9,Kolkata
R001625,D0255,C00160,V0104,2025-01-12 22:03:00,2025-01-12 22:46:00,7.66,141.92,P001625,3.9,Pune
R001626,D0223,C00215,V0299,2025-01-29 13:47:00,2025-01-29 14:02:00,4.91,98.92,P001626,4.9,Hyderabad
R001627,D0299,C00784,V0280,2024-09-09 07:30:00,2024-09-09 07:53:00,3.49,81.88,P001627,4.9,Mumbai
R001628,D0086,C00045,V0024,2024-02-05 11:40:00,2024-02-05 11:54:00,1.65,59.8,P001628,4.2,Ahmedabad
R001629,D0103,C01856,V0235,2024-01-29 22:42:00,2024-01-29 23:25:00,11.17,87.02,P001629,4.8,Ahmedabad
R001630,D0167,C00896,V0088,2024-05-31 08:38:00,2024-05-31 08:47:00,1.09,33.72,P001630,4.9,Mumbai
R001631,D0217,C00891,V0289,2025-04-11 21:09:00,2025-04-11 21:42:00,7.16,125.92,P001631,5.0,Kolkata
R001632,D0087,C00935,V0219,2024-09-17 07:38:00,2024-09-17 07:59:00,3.93,87.16,P001632,4.2,Hyderabad
R001633,D0292,C00264,V0194,2025-08-15 21:53:00,2025-08-15 22:05:00,1.35,66.2,P001633,4.7,Hyderabad
R001634,D0143,C01047,V0084,2024-06-14 00:07:00,2024-06-14 01:31:00,27.59,381.08,P001634,4.8,Chennai
R001635,D0130,C01943,V0215,2024-04-04 20:45:00,2024-04-04 21:39:00,13.57,153.56,P001635,4.5,Hyderabad
R001636,D0083,C00883,V0149,2025-01-28 12:45:00,2025-01-28 13:23:00,9.25,151.0,P001636,4.8,Hyderabad
R001637,D0046,C01949,V0271,2025-08-23 02:33:00,2025-08-23 02:39:00,2.31,77.72,P001637,4.2,Delhi
R001638,D0046,C00902,V0271,2024-07-12 13:10:00,2024-07-12 14:04:00,14.32,211.84,P001638,4.2,Delhi
R001639,D0248,C01591,V0124,2025-03-13 08:44:00,2025-03-13 09:12:00,8.28,139.36,P001639,5.0,Kolkata
R001640,D0036,C01216,V0002,2024-11-05 16:34:00,2024-11-05 16:51:00,1.79,61.48,P001640,4.4,Chennai
R001641,D0166,C00138,V0279,2025-01-26 18:19:00,2025-01-26 18:31:00,2.16,65.92,P001641,4.8,Pune
R001642,D0254,C00263,V0110,2025-02-25 23:55:00,2025-02-26 00:16:00,6.28,115.36,P001642,5.0,Bangalore
R001643,D0220,C00938,V0088,2024-04-01 03:40:00,2024-04-01 04:05:00,6.95,80.6,P001643,4.3,Bangalore
R001644,D0264,C00482,V0097,2025-08-09 11:52:00,2025-08-09 12:07:00,2.61,71.32,P001644,4.1,Mumbai
R001645,D0139,C00197,V0084,2024-05-26 08:47:00,2024-05-26 09:02:00,5.06,100.72,P001645,3.9,Mumbai
R001646,D0025,C01875,V0217,2024-08-02 23:25:00,2024-08-02 23:41:00,2.3,33.8,P001646,4.0,Pune
R001647,D0123,C01995,V0247,2024-11-11 00:10:00,2024-11-11 00:18:00,0.73,30.84,P001647,3.8,Pune
R001648,D0098,C00216,V0187,2025-05-18 00:06:00,2025-05-18 00:30:00,5.0,100.0,P001648,4.0,Delhi
R001649,D0150,C01076,V0102,2024-03-12 22:26:00,2024-03-12 22:43:00,3.55,53.4,P001649,4.4,Delhi
R001650,D0024,C00155,V0091,2025-06-21 13:41:00,2025-06-21 13:56:00,1.46,57.52,P001650,4.4,Ahmedabad
R001651,D0030,C00035,V0164,2024-10-22 23:27:00,2024-10-22 23:48:00,5.92,55.52,P001651,5.0,Hyderabad
R001652,D0190,C01721,V0066,2024-06-23 05:23:00,2024-06-23 05:31:00,4.22,45.32,P001652,4.5,Mumbai
R001653,D0252,C00932,V0093,2024-07-09 22:08:00,2024-07-09 22:18:00,3.84,106.08,P001653,4.8,Delhi
R001654,D0032,C00704,V0015,2024-07-21 15:11:00,2024-07-21 15:27:00,1.93,40.44,P001654,5.0,Bangalore
R001655,D0296,C01554,V0067,2025-05-29 03:28:00,2025-05-29 03:52:00,6.7,78.6,P001655,5.0,Kolkata
R001656,D0112,C01255,V0229,2025-08-03 06:11:00,2025-08-03 06:44:00,9.96,79.76,P001656,5.0,Kolkata
R001657,D0073,C00638,V0238,2024-07-24 01:47:00,2024-07-24 02:10:00,8.7,94.6,P001657,5.0,Kolkata
R001658,D0286,C00373,V0092,2024-07-06 06:16:00,2024-07-06 06:26:00,1.49,36.92,P001658,3.8,Pune
R001659,D0126,C01447,V0290,2025-02-22 14:40:00,2025-02-22 15:07:00,3.89,56.12,P001659,4.8,Delhi
R001660,D0191,C01947,V0050,2024-04-21 20:10:00,2024-04-21 20:31:00,7.27,83.16,P001660,4.4,Bangalore
R001661,D0217,C00873,V0289,2024-03-22 09:05:00,2024-03-22 09:26:00,3.62,83.44,P001661,4.9,Kolkata
R001662,D0206,C00978,V0214,2025-01-21 03:17:00,2025-01-21 03:39:00,3.43,40.58,P001662,4.0,Delhi
R001663,D0273,C01658,V0261,2024-03-06 10:01:00,2024-03-06 10:14:00,1.36,35.88,P001663,5.0,Chennai
R001664,D0101,C01522,V0274,2025-08-22 07:30:00,2025-08-22 07:43:00,6.18,124.16,P001664,4.8,Chennai
R001665,D0146,C00981,V0269,2025-05-11 21:48:00,2025-05-11 21:57:00,1.63,69.56,P001665,4.9,Kolkata
R001666,D0197,C01385,V0172,2024-04-13 00:03:00,2024-04-13 00:18:00,4.03,98.36,P001666,4.8,Pune
R001667,D0230,C00766,V0052,2024-09-29 00:42:00,2024-09-29 01:15:00,6.21,114.52,P001667,4.8,Chennai
R001668,D0217,C00019,V0289,2025-08-19 01:06:00,2025-08-19 01:54:00,11.71,180.52,P001668,4.7,Kolkata
R001669,D0267,C00678,V0115,2024-08-04 16:50:00,2024-08-04 17:08:00,3.53,53.24,P001669,4.9,Ahmedabad
R001670,D0292,C00520,V0194,2024-01-08 12:38:00,2024-01-08 12:53:00,1.87,72.44,P001670,5.0,Hyderabad
R001671,D0297,C01507,V0282,2025-06-16 08:59:00,2025-06-16 09:17:00,2.2,76.4,P001671,5.0,Bangalore
R001672,D0154,C01671,V0064,2025-05-12 15:48:00,2025-05-12 16:11:00,3.35,80.2,P001672,4.5,Hyderabad
R001673,D0104,C01005,V0290,2024-12-11 19:27:00,2024-12-11 19:51:00,5.56,69.48,P001673,4.4,Ahmedabad
R001674,D0132,C00074,V0058,2024-12-10 11:43:00,2024-12-10 12:02:00,3.12,38.72,P001674,4.1,Chennai
R001675,D0088,C00826,V0200,2024-12-17 10:52:00,2024-12-17 11:33:00,8.93,157.16,P001675,4.7,Mumbai
R001676,D0246,C01960,V0079,2024-09-02 11:42:00,2024-09-02 11:57:00,3.19,50.52,P001676,4.3,Mumbai
R001677,D0200,C01353,V0014,2025-02-12 12:39:00,2025-02-12 12:53:00,1.55,39.3,P001677,4.3,Bangalore
R001678,D0176,C01816,V0141,2024-02-28 11:55:00,2024-02-28 12:13:00,2.21,33.26,P001678,5.0,Pune
R001679,D0231,C01195,V0107,2024-12-04 03:00:00,2024-12-04 03:20:00,5.59,107.08,P001679,4.7,Kolkata
R001680,D0256,C00141,V0211,2025-04-12 22:25:00,2025-04-12 22:32:00,1.4,28.4,P001680,4.5,Chennai
R001681,D0021,C00366,V0241,2024-05-22 00:38:00,2024-05-22 01:37:00,15.8,239.6,P001681,4.6,Mumbai
R001682,D0019,C01887,V0250,2024-05-05 16:17:00,2024-05-05 16:35:00,7.01,134.12,P001682,5.0,Chennai
R001683,D0173,C01280,V0188,2024-09-11 11:28:00,2024-09-11 11:50:00,4.09,57.72,P001683,4.9,Bangalore
R001684,D0153,C00488,V0279,2025-05-01 16:26:00,2025-05-01 17:36:00,20.34,284.08,P001684,4.7,Kolkata
R001685,D0170,C01899,V0132,2024-07-11 00:40:00,2024-07-11 01:08:00,4.17,90.04,P001685,5.0,Ahmedabad
R001686,D0239,C01096,V0038,2024-11-25 00:40:00,2024-11-25 00:52:00,1.79,39.32,P001686,4.6,Pune
R001687,D0145,C01621,V0195,2025-01-03 01:51:00,2025-01-03 02:18:00,2.87,47.96,P001687,4.2,Pune
R001688,D0041,C00872,V0141,2024-11-29 21:28:00,2024-11-29 21:40:00,3.03,38.18,P001688,4.4,Delhi
R001689,D0098,C00219,V0187,2024-08-27 19:31:00,2024-08-27 19:58:00,3.35,80.2,P001689,4.6,Delhi
R001690,D0173,C01050,V0188,2025-02-13 23:39:00,2025-02-14 00:11:00,7.76,87.08,P001690,4.5,Bangalore
R001691,D0166,C01809,V0279,2024-03-24 11:27:00,2024-03-24 11:39:00,2.63,71.56,P001691,4.1,Pune
R001692,D0027,C01000,V0126,2025-05-02 21:54:00,2025-05-02 22:06:00,3.29,39.74,P001692,4.9,Ahmedabad
R001693,D0074,C01869,V0267,2024-04-12 23:24:00,2024-04-12 23:40:00,4.12,99.44,P001693,4.9,Chennai
R001694,D0158,C00286,V0266,2024-10-27 19:12:00,2024-10-27 19:24:00,2.4,68.8,P001694,4.9,Chennai
R001695,D0103,C01082,V0235,2024-05-26 16:56:00,2024-05-26 17:00:00,1.28,27.68,P001695,4.3,Ahmedabad
R001696,D0179,C00229,V0299,2025-08-08 22:32:00,2025-08-08 22:48:00,5.24,112.88,P001696,4.6,Ahmedabad
R001697,D0277,C01414,V0084,2024-02-02 04:31:00,2024-02-02 04:51:00,2.52,70.24,P001697,4.9,Bangalore
R001698,D0164,C01453,V0146,2024-03-30 09:53:00,2024-03-30 10:12:00,4.17,68.36,P001698,4.6,Kolkata
R001699,D0144,C00100,V0105,2025-07-15 14:10:00,2025-07-15 14:41:00,6.24,57.44,P001699,4.5,Bangalore
R001700,D0085,C01401,V0225,2025-04-01 03:30:00,2025-04-01 03:45:00,4.53,71.24,P001700,4.5,Chennai
R001701,D0011,C01306,V0218,2025-07-07 07:15:00,2025-07-07 07:57:00,12.71,202.52,P001701,3.4,Bangalore
R001702,D0239,C00638,V0038,2024-08-04 05:48:00,2024-08-04 06:00:00,3.45,62.6,P001702,5.0,Pune
R001703,D0060,C01330,V0084,2024-04-01 03:27:00,2024-04-01 03:38:00,3.23,78.76,P001703,4.6,Hyderabad
R001704,D0283,C01328,V0090,2024-01-30 05:59:00,2024-01-30 06:12:00,1.95,63.4,P001704,5.0,Delhi
R001705,D0057,C01424,V0198,2024-11-30 12:49:00,2024-11-30 13:14:00,4.28,91.36,P001705,4.5,Chennai
R001706,D0172,C01208,V0198,2024-10-14 07:46:00,2024-10-14 08:43:00,14.03,208.36,P001706,5.0,Kolkata
R001707,D0202,C00074,V0043,2024-09-20 21:30:00,2024-09-20 21:57:00,4.86,49.16,P001707,4.5,Hyderabad
R001708,D0242,C00373,V0221,2024-05-06 21:08:00,2024-05-06 21:35:00,6.25,115.0,P001708,4.8,Ahmedabad
R001709,D0287,C00028,V0078,2025-07-01 20:46:00,2025-07-01 20:56:00,1.15,26.9,P001709,4.3,Hyderabad
R001710,D0177,C00136,V0028,2025-05-18 02:50:00,2025-05-18 03:02:00,2.07,32.42,P001710,4.7,Kolkata
R001711,D0200,C01412,V0014,2024-12-06 07:59:00,2024-12-06 08:20:00,2.41,34.46,P001711,4.7,Bangalore
R001712,D0226,C01307,V0183,2025-08-12 19:04:00,2025-08-12 19:19:00,3.41,90.92,P001712,4.8,Ahmedabad
R001713,D0192,C01888,V0070,2024-12-17 12:58:00,2024-12-17 13:15:00,3.12,58.72,P001713,5.0,Kolkata
R001714,D0122,C01861,V0273,2025-01-25 20:41:00,2025-01-25 21:06:00,3.5,41.0,P001714,4.8,Pune
R001715,D0094,C00118,V0113,2025-07-29 13:51:00,2025-07-29 14:12:00,1.89,40.12,P001715,4.7,Chennai
R001716,D0276,C01847,V0012,2024-08-26 07:16:00,2024-08-26 07:38:00,2.78,73.36,P001716,4.8,Chennai
R001717,D0009,C00121,V0058,2024-04-28 09:05:00,2024-04-28 09:22:00,1.99,31.94,P001717,4.7,Delhi
R001718,D0244,C00084,V0244,2024-04-24 02:21:00,2024-04-24 02:33:00,2.67,82.04,P001718,4.7,Bangalore
R001719,D0076,C01375,V0230,2024-07-11 23:07:00,2024-07-11 23:19:00,2.7,82.4,P001719,4.6,Bangalore
R001720,D0118,C01350,V0253,2025-08-09 11:08:00,2025-08-09 11:37:00,7.95,77.7,P001720,4.5,Kolkata
R001721,D0126,C01159,V0290,2024-11-16 12:36:00,2024-11-16 12:54:00,3.18,50.44,P001721,4.6,Delhi
R001722,D0283,C01583,V0090,2024-01-02 09:03:00,2024-01-02 09:10:00,2.32,67.84,P001722,4.6,Delhi
R001723,D0172,C00543,V0198,2025-07-02 06:54:00,2025-07-02 07:08:00,6.67,120.04,P001723,4.5,Kolkata
R001724,D0022,C01838,V0284,2025-02-01 13:20:00,2025-02-01 13:29:00,1.12,53.44,P001724,4.4,Bangalore
R001725,D0140,C01042,V0051,2025-01-08 21:59:00,2025-01-08 22:17:00,1.89,62.68,P001725,4.5,Ahmedabad
R001726,D0252,C01742,V0093,2024-05-09 16:42:00,2024-05-09 17:18:00,8.01,136.12,P001726,4.1,Delhi
R001727,D0122,C00740,V0273,2024-08-15 03:25:00,2024-08-15 03:44:00,3.08,38.48,P001727,4.6,Pune
R001728,D0094,C01039,V0113,2024-01-10 17:54:00,2024-01-10 18:21:00,4.84,63.72,P001728,5.0,Chennai
R001729,D0016,C01061,V0285,2025-04-16 10:09:00,2025-04-16 10:26:00,1.72,60.64,P001729,4.3,Delhi
R001730,D0136,C01405,V0081,2024-10-30 07:31:00,2024-10-30 08:07:00,6.99,80.92,P001730,4.4,Mumbai
R001731,D0118,C01163,V0253,2025-04-11 04:38:00,2025-04-11 05:15:00,11.77,90.62,P001731,4.9,Kolkata
R001732,D0259,C01489,V0239,2024-10-17 04:47:00,2024-10-17 05:00:00,1.06,52.72,P001732,4.0,Mumbai
R001733,D0171,C00523,V0263,2024-02-05 19:20:00,2024-02-05 19:40:00,3.15,38.9,P001733,4.2,Mumbai
R001734,D0137,C00844,V0259,2024-11-12 16:44:00,2024-11-12 16:50:00,3.38,80.56,P001734,4.6,Bangalore
R001735,D0164,C00981,V0146,2024-05-06 08:54:00,2024-05-06 09:10:00,1.49,36.92,P001735,4.1,Kolkata
R001736,D0083,C00422,V0149,2025-08-10 15:40:00,2025-08-10 16:11:00,8.35,150.2,P001736,5.0,Hyderabad
R001737,D0020,C00157,V0227,2024-08-08 15:18:00,2024-08-08 15:52:00,8.92,147.04,P001737,4.7,Hyderabad
R001738,D0219,C01034,V0063,2025-01-20 01:51:00,2025-01-20 02:20:00,5.65,70.2,P001738,4.7,Ahmedabad
R001739,D0106,C01526,V0090,2024-12-07 04:52:00,2024-12-07 05:01:00,2.0,64.0,P001739,4.9,Kolkata
R001740,D0059,C01196,V0187,2024-08-03 23:59:00,2024-08-04 00:17:00,3.29,79.48,P001740,4.7,Ahmedabad
R001741,D0108,C01300,V0105,2024-08-18 22:47:00,2024-08-18 23:00:00,2.35,34.1,P001741,4.3,Delhi
R001742,D0088,C00876,V0200,2024-02-23 05:54:00,2024-02-23 06:10:00,2.43,69.16,P001742,4.3,Mumbai
R001743,D0259,C01298,V0239,2025-05-14 23:25:00,2025-05-14 23:53:00,4.12,99.44,P001743,4.2,Mumbai
R001744,D0249,C01021,V0290,2024-11-02 21:58:00,2024-11-02 22:19:00,4.73,62.84,P001744,4.3,Kolkata
R001745,D0283,C01066,V0090,2024-06-12 00:35:00,2024-06-12 00:47:00,2.29,77.48,P001745,4.5,Delhi
R001746,D0171,C01622,V0263,2025-02-05 10:27:00,2025-02-05 10:44:00,3.24,49.44,P001746,4.0,Mumbai
R001747,D0008,C00366,V0203,2025-04-29 11:48:00,2025-04-29 12:03:00,3.09,38.54,P001747,4.9,Chennai
R001748,D0252,C01514,V0093,2025-02-04 12:04:00,2025-02-04 12:28:00,5.81,109.72,P001748,5.0,Delhi
R001749,D0105,C01202,V0248,2025-06-24 23:18:00,2025-06-25 00:09:00,15.11,145.88,P001749,4.8,Pune
R001750,D0193,C01165,V0157,2024-10-16 22:59:00,2024-10-16 23:14:00,3.5,41.0,P001750,4.6,Hyderabad
R001751,D0189,C01619,V0025,2024-07-18 22:54:00,2024-07-18 23:12:00,4.66,57.96,P001751,4.4,Pune
R001752,D0277,C01665,V0084,2025-07-15 12:06:00,2025-07-15 12:56:00,11.03,172.36,P001752,5.0,Bangalore
R001753,D0296,C01668,V0067,2024-05-14 10:48:00,2024-05-14 11:10:00,7.32,83.56,P001753,4.2,Kolkata
R001754,D0084,C01233,V0261,2025-08-17 01:54:00,2025-08-17 02:28:00,10.9,112.2,P001754,4.1,Chennai
R001755,D0172,C01725,V0198,2024-11-07 14:41:00,2024-11-07 15:06:00,5.41,104.92,P001755,4.9,Kolkata
R001756,D0006,C01155,V0277,2024-06-16 18:08:00,2024-06-16 18:22:00,1.29,55.32,P001756,4.2,Pune
R001757,D0138,C00634,V0027,2025-03-28 22:30:00,2025-03-28 22:44:00,4.16,89.92,P001757,4.9,Delhi
R001758,D0199,C00070,V0282,2024-10-25 04:13:00,2024-10-25 04:45:00,6.1,113.2,P001758,4.6,Chennai
R001759,D0084,C01396,V0261,2024-08-11 23:12:00,2024-08-11 23:35:00,6.35,75.8,P001759,5.0,Chennai
R001760,D0182,C00891,V0120,2024-01-10 11:46:00,2024-01-10 11:54:00,1.88,40.04,P001760,4.3,Chennai
R001761,D0137,C01358,V0259,2025-08-12 03:43:00,2025-08-12 03:54:00,1.66,69.92,P001761,5.0,Bangalore
R001762,D0065,C00389,V0025,2024-05-31 12:27:00,2024-05-31 12:52:00,5.8,54.8,P001762,4.9,Mumbai
R001763,D0023,C01565,V0220,2024-06-21 01:06:00,2024-06-21 01:31:00,3.57,41.42,P001763,4.5,Chennai
R001764,D0282,C01462,V0148,2024-12-30 15:11:00,2024-12-30 15:24:00,3.49,81.88,P001764,4.5,Hyderabad
R001765,D0286,C01668,V0092,2024-02-23 03:32:00,2024-02-23 03:52:00,2.32,43.56,P001765,4.5,Pune
R001766,D0145,C00879,V0195,2024-12-12 18:27:00,2024-12-12 19:05:00,5.32,67.56,P001766,4.9,Pune
R001767,D0263,C00860,V0248,2024-06-01 20:46:00,2024-06-01 21:17:00,5.13,66.04,P001767,4.3,Kolkata
R001768,D0297,C01336,V0282,2025-02-17 07:02:00,2025-02-17 07:31:00,4.19,90.28,P001768,4.6,Bangalore
R001769,D0100,C00121,V0116,2024-05-01 07:25:00,2024-05-01 07:30:00,3.21,49.26,P001769,4.7,Kolkata
R001770,D0235,C00218,V0044,2025-05-15 09:44:00,2025-05-15 09:52:00,1.44,57.28,P001770,4.6,Ahmedabad
R001771,D0265,C00869,V0120,2024-06-25 20:47:00,2024-06-25 21:03:00,3.83,65.64,P001771,5.0,Bangalore
R001772,D0104,C00933,V0290,2025-01-19 22:50:00,2025-01-19 23:08:00,2.33,43.64,P001772,4.8,Ahmedabad
R001773,D0143,C00146,V0084,2024-04-01 14:55:00,2024-04-01 15:20:00,7.24,126.88,P001773,4.6,Chennai
R001774,D0053,C01309,V0112,2025-01-26 08:40:00,2025-01-26 09:00:00,3.62,83.44,P001774,4.7,Bangalore
R001775,D0261,C00204,V0214,2025-03-31 11:00:00,2025-03-31 11:53:00,13.23,99.38,P001775,4.3,Pune
R001776,D0061,C01907,V0232,2024-05-02 03:05:00,2024-05-02 03:28:00,4.85,98.2,P001776,4.2,Pune
R001777,D0013,C00496,V0006,2024-05-04 15:41:00,2024-05-04 15:48:00,2.72,46.76,P001777,4.7,Ahmedabad
R001778,D0188,C00055,V0074,2025-06-05 07:01:00,2025-06-05 07:16:00,6.45,117.4,P001778,4.4,Kolkata
R001779,D0187,C01467,V0192,2025-08-23 18:36:00,2025-08-23 19:04:00,6.9,61.4,P001779,4.7,Delhi
R001780,D0068,C00408,V0258,2025-05-06 08:44:00,2025-05-06 09:19:00,8.89,96.12,P001780,4.6,Ahmedabad
R001781,D0016,C01929,V0285,2024-04-06 18:11:00,2024-04-06 18:23:00,0.89,50.68,P001781,3.6,Delhi
R001782,D0175,C00667,V0202,2025-01-28 15:41:00,2025-01-28 16:13:00,5.42,105.04,P001782,5.0,Bangalore
R001783,D0159,C01329,V0080,2025-03-20 09:36:00,2025-03-20 09:55:00,5.3,67.4,P001783,4.7,Bangalore
R001784,D0205,C00916,V0166,2024-05-08 03:20:00,2024-05-08 03:28:00,1.03,52.36,P001784,4.9,Bangalore
